dataset,tree_id,species,genus,latitude,longitude
TreeScanPL,2703003.0_19,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_20,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_21,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_22,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_23,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_24,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_25,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_26,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_27,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_28,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_29,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_30,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_31,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_32,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_33,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_34,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_35,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_36,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_37,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_38,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_39,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_40,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_41,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_42,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_43,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_44,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_45,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_46,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_47,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_48,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_49,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_50,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_51,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_52,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_53,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_54,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2703003.0_55,Abies alba,Abies,49.64528366124679,21.048212608060204
TreeScanPL,2800303.0_1,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_3,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_4,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_5,Quercus sp.,Quercus,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_6,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_7,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_8,Quercus sp.,Quercus,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_9,Quercus sp.,Quercus,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_10,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_11,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_12,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_13,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_14,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_15,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_16,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_17,Quercus sp.,Quercus,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_18,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_19,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_20,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_21,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_22,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_23,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_24,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_25,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_26,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2800303.0_27,Abies alba,Abies,49.7422078308698,21.057793273003806
TreeScanPL,2902903.0_1,Acer pseudoplatanus,Acer,49.64868492225468,21.059266774998115
TreeScanPL,2902903.0_2,Acer pseudoplatanus,Acer,49.64868492225468,21.059266774998115
TreeScanPL,3003303.0_1,Abies alba,Abies,49.63418209579438,21.064137107458876
TreeScanPL,3003303.0_2,Fagus sylvatica,Fagus,49.63418209579438,21.064137107458876
TreeScanPL,3003303.0_3,Acer pseudoplatanus,Acer,49.63418209579438,21.064137107458876
TreeScanPL,3003303.0_4,Abies alba,Abies,49.63418209579438,21.064137107458876
TreeScanPL,3003303.0_5,Abies alba,Abies,49.63418209579438,21.064137107458876
TreeScanPL,3203303.0_1,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_2,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_3,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_4,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_5,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_6,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_7,Acer pseudoplatanus,Acer,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_8,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_9,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_10,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_11,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_13,Acer pseudoplatanus,Acer,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_14,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_15,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_16,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_17,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_18,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_19,Acer pseudoplatanus,Acer,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_20,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_21,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_22,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_23,Acer pseudoplatanus,Acer,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_24,Acer pseudoplatanus,Acer,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_25,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_26,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_27,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203303.0_28,Abies alba,Abies,49.634009078956495,21.07523249569371
TreeScanPL,3203403.0_1,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_2,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_3,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_4,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_5,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_6,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_8,Acer pseudoplatanus,Acer,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_10,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_11,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_12,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_13,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_14,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_15,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_16,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_17,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_18,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_19,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_20,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_21,Fagus sylvatica,Fagus,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_22,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3203403.0_23,Abies alba,Abies,49.63047380778843,21.075067550000917
TreeScanPL,3802203.0_1,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_3,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_4,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_5,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_6,Quercus sp.,Quercus,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_7,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_8,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_9,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_10,Quercus sp.,Quercus,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_11,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_12,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_13,Quercus sp.,Quercus,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_14,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_15,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_16,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_17,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_18,Quercus sp.,Quercus,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_19,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_20,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_21,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_22,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_23,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_24,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_25,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_26,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_27,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_28,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_29,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_30,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_31,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_32,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_33,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_34,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_35,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_36,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,3802203.0_37,Abies alba,Abies,49.6729453777795,21.10995020459303
TreeScanPL,4704303.0_1,Pinus sylvestris,Pinus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_2,Acer pseudoplatanus,Acer,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_3,Alnus incana,Alnus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_4,Pinus sylvestris,Pinus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_5,Pinus sylvestris,Pinus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_6,Alnus incana,Alnus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_7,Pinus sylvestris,Pinus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_8,Alnus incana,Alnus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_10,Pinus sylvestris,Pinus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_11,Alnus incana,Alnus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_12,Alnus incana,Alnus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_13,Pinus sylvestris,Pinus,49.59633145560292,21.15676870505045
TreeScanPL,4704303.0_15,Alnus incana,Alnus,49.59633145560292,21.15676870505045
TreeScanPL,5001003.0_1,Prunus avium,Prunus,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_3,Acer pseudoplatanus,Acer,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_4,Populus tremula,Populus,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_6,Prunus avium,Prunus,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_7,Abies alba,Abies,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_8,Prunus avium,Prunus,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_9,Prunus avium,Prunus,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_12,Acer pseudoplatanus,Acer,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_13,Acer pseudoplatanus,Acer,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_14,Abies alba,Abies,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_16,Abies alba,Abies,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_17,Abies alba,Abies,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_18,Abies alba,Abies,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_19,Acer pseudoplatanus,Acer,49.714928180933,21.178358971637536
TreeScanPL,5001003.0_20,Sorbus aucuparia,Sorbus,49.714928180933,21.178358971637536
TreeScanPL,5201303.0_1,Quercus sp.,Quercus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_3,Tilia cordata,Tilia,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_4,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_6,Quercus sp.,Quercus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_7,Tilia cordata,Tilia,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_8,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_9,Quercus sp.,Quercus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_10,Quercus sp.,Quercus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_11,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_12,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_13,Acer platanoides,Acer,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_15,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_16,Quercus sp.,Quercus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_17,Quercus sp.,Quercus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_18,Acer pseudoplatanus,Acer,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_19,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_21,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_22,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_23,Fraxinus excelsior,Fraxinus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_24,Quercus sp.,Quercus,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_25,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_27,Acer platanoides,Acer,49.70384368692199,21.189244683753124
TreeScanPL,5201303.0_28,Abies alba,Abies,49.70384368692199,21.189244683753124
TreeScanPL,5204803.0_1,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_2,Fagus sylvatica,Fagus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_4,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_5,Fagus sylvatica,Fagus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_8,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_9,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_10,Fagus sylvatica,Fagus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_11,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_12,Fagus sylvatica,Fagus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_15,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_16,Fagus sylvatica,Fagus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_17,Fagus sylvatica,Fagus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_18,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5204803.0_19,Pinus sylvestris,Pinus,49.57805140423789,21.183552539473997
TreeScanPL,5705203.0_1,Abies alba,Abies,49.56305352483133,21.2104948706181
TreeScanPL,5705203.0_2,Fagus sylvatica,Fagus,49.56305352483133,21.2104948706181
TreeScanPL,5705203.0_3,Fagus sylvatica,Fagus,49.56305352483133,21.2104948706181
TreeScanPL,5705203.0_4,Fagus sylvatica,Fagus,49.56305352483133,21.2104948706181
