sample_name,fold,district,genus,true_label,pred_label,correct,ptv3_attr,ae_attr,relative_ae,confidence
Acer_0034,0,Gorlice,Acer,0,8,0,6.533292770385742,4.434910774230957,0.404342493476448,0.9999110698699951
Acer_0035,0,Gorlice,Acer,0,8,0,4.720062732696533,4.507155895233154,0.4884631081251181,0.9991869330406189
Acer_0036,0,Gorlice,Acer,0,8,0,5.230672359466553,3.8901238441467285,0.4265114309143875,0.9989594221115112
Acer_0037,0,Gorlice,Acer,0,4,0,2.1660337448120117,6.312494277954102,0.7445271459336856,0.47599098086357117
Acer_0038,0,Gorlice,Acer,0,8,0,6.850736141204834,4.1558380126953125,0.37757779585275636,0.9997103810310364
Acer_0039,0,Gorlice,Acer,0,4,0,2.1310858726501465,6.103200912475586,0.7411936290691699,0.8719920516014099
Acer_0040,0,Gorlice,Acer,0,4,0,3.437300682067871,7.239132404327393,0.6780478404132534,0.9568003416061401
Acer_0041,0,Gorlice,Acer,0,8,0,3.761279821395874,4.122503280639648,0.52290927110186,0.9091676473617554
Acer_0042,0,Gorlice,Acer,0,8,0,4.846059799194336,4.0377984046936035,0.4545095506343631,0.9912219047546387
Alnus_0001,0,Gorlice,Alnus,1,5,0,2.3815999031066895,5.310618877410889,0.6903884330431999,0.6823357343673706
Alnus_0002,0,Gorlice,Alnus,1,5,0,2.4382529258728027,4.953429222106934,0.6701355816225714,0.7893951535224915
Alnus_0003,0,Gorlice,Alnus,1,4,0,2.6872496604919434,4.431792259216309,0.6225265004722242,0.5342020392417908
Alnus_0004,0,Gorlice,Alnus,1,8,0,2.9242537021636963,3.4137933254241943,0.538619121186485,0.6699301600456238
Alnus_0005,0,Gorlice,Alnus,1,8,0,3.518444299697876,3.932681083679199,0.5277969267803168,0.7436843514442444
Alnus_0006,0,Gorlice,Alnus,1,5,0,2.0089008808135986,4.941123008728027,0.7109505060916278,0.5041496753692627
Alnus_0007,0,Gorlice,Alnus,1,4,0,0.7720751762390137,5.312767505645752,0.8731150129371931,0.5036722421646118
Alnus_0008,0,Gorlice,Alnus,1,4,0,2.8253555297851562,5.705408096313477,0.6688039124856969,0.8759670257568359
Alnus_0009,0,Gorlice,Alnus,1,4,0,0.9692761898040771,5.56471061706543,0.8516562357760517,0.4666275978088379
Alnus_0010,0,Gorlice,Alnus,1,7,0,1.2816789150238037,3.4807162284851074,0.7308751408249967,0.9141690135002136
Alnus_0011,0,Gorlice,Alnus,1,4,0,0.8510980606079102,5.7777509689331055,0.8716069613999174,0.3753015995025635
Alnus_0012,0,Gorlice,Alnus,1,4,0,3.0712709426879883,5.356806755065918,0.6355905748398128,0.9360249638557434
Alnus_0013,0,Gorlice,Alnus,1,7,0,1.1144962310791016,3.8062021732330322,0.7735085251643292,0.8583575487136841
Alnus_0014,0,Gorlice,Alnus,1,4,0,2.9109885692596436,5.263689041137695,0.6439017274520787,0.9235280752182007
Alnus_0015,0,Gorlice,Alnus,1,4,0,1.2389123439788818,5.6288933753967285,0.8196057950970145,0.5498377680778503
Alnus_0016,0,Gorlice,Alnus,1,4,0,1.5087189674377441,6.038697242736816,0.8001012620180036,0.6590707898139954
Alnus_0017,0,Gorlice,Alnus,1,7,0,0.7314483523368835,3.5584888458251953,0.8294967206174435,0.9067696928977966
Alnus_0018,0,Gorlice,Alnus,1,4,0,0.7049397826194763,5.537012100219727,0.8870642060814043,0.38337329030036926
Alnus_0019,0,Gorlice,Alnus,1,8,0,3.274754524230957,3.9754831790924072,0.5483245289719094,0.9941189289093018
Alnus_0020,0,Gorlice,Alnus,1,8,0,6.121708393096924,4.163226127624512,0.40478878258182577,0.9998589754104614
Betula_0001,0,Gorlice,Betula,2,8,0,3.2541329860687256,4.012157440185547,0.5521603458302982,0.9135519862174988
Betula_0002,0,Gorlice,Betula,2,9,0,1.8327234983444214,6.00331974029541,0.7661162081178479,0.3113078773021698
Betula_0003,0,Gorlice,Betula,2,9,0,1.9666430950164795,4.529399871826172,0.697255219519445,0.40673142671585083
Betula_0004,0,Gorlice,Betula,2,4,0,2.4231629371643066,7.829418182373047,0.7636533750332145,0.935132622718811
Betula_0005,0,Gorlice,Betula,2,4,0,2.4001569747924805,7.392977714538574,0.7549143294274886,0.9482602477073669
Betula_0006,0,Gorlice,Betula,2,2,1,4.1467719078063965,3.132026433944702,0.4302944363325045,0.5184828639030457
Betula_0007,0,Gorlice,Betula,2,2,1,5.558538913726807,3.1867167949676514,0.3643937807508026,0.8441250324249268
Betula_0008,0,Gorlice,Betula,2,8,0,3.518148422241211,3.617051362991333,0.5069306349919035,0.5169679522514343
Betula_0009,0,Gorlice,Betula,2,8,0,3.360225200653076,4.4005913734436035,0.5670268490124111,0.9922091960906982
Betula_0010,0,Gorlice,Betula,2,8,0,2.947324752807617,4.2468366622924805,0.5903171212527235,0.6305252909660339
Betula_0011,0,Gorlice,Betula,2,2,1,6.1207756996154785,1.9921393394470215,0.24555160844155838,0.48555850982666016
Betula_0012,0,Gorlice,Betula,2,8,0,3.3128857612609863,4.49713134765625,0.5758158118198494,0.7541766166687012
Betula_0013,0,Gorlice,Betula,2,2,1,5.502713680267334,2.5140199661254883,0.3135965436647282,0.6563780307769775
Betula_0014,0,Gorlice,Betula,2,8,0,2.590466022491455,4.0715131759643555,0.611156692112838,0.5771672129631042
Betula_0015,0,Gorlice,Betula,2,4,0,1.356433629989624,7.08871603012085,0.8393831142163901,0.5451737642288208
Betula_0016,0,Gorlice,Betula,2,8,0,2.5073888301849365,3.6672778129577637,0.5939232057314772,0.8355726003646851
Betula_0017,0,Gorlice,Betula,2,8,0,2.3192646503448486,4.409282684326172,0.6553097508956824,0.7019769549369812
Betula_0018,0,Gorlice,Betula,2,8,0,2.0714592933654785,4.064765930175781,0.6624212403347483,0.5228359699249268
Betula_0019,0,Gorlice,Betula,2,2,1,4.9342145919799805,3.0672378540039062,0.38333513457423246,0.9985588192939758
Carpinus_0001,0,Gorlice,Carpinus,3,4,0,6.223486423492432,2.5333445072174072,0.28929923671816954,0.9975605010986328
Carpinus_0002,0,Gorlice,Carpinus,3,7,0,0.5981793403625488,3.979372262954712,0.8693232974976638,0.9881789684295654
Carpinus_0003,0,Gorlice,Carpinus,3,4,0,7.226843357086182,2.7806010246276855,0.27785325761390334,0.9902248978614807
Carpinus_0004,0,Gorlice,Carpinus,3,4,0,7.242624759674072,4.824174404144287,0.39978906872100933,0.9996103644371033
Carpinus_0005,0,Gorlice,Carpinus,3,4,0,5.07998514175415,3.379451036453247,0.3994889211605214,0.852378249168396
Carpinus_0006,0,Gorlice,Carpinus,3,4,0,4.01311731338501,6.528818130493164,0.6193187350707349,0.9984128475189209
Carpinus_0007,0,Gorlice,Carpinus,3,4,0,4.606914043426514,5.565260887145996,0.5471062894276936,0.9993221759796143
Carpinus_0008,0,Gorlice,Carpinus,3,4,0,5.073704719543457,5.819167613983154,0.5342179207159583,0.9873059988021851
Carpinus_0009,0,Gorlice,Carpinus,3,4,0,3.402393341064453,5.698596954345703,0.6261513047605518,0.9718831181526184
Carpinus_0010,0,Gorlice,Carpinus,3,4,0,4.375405788421631,5.9919328689575195,0.5779624898153609,0.9966610670089722
Carpinus_0011,0,Gorlice,Carpinus,3,4,0,2.908123731613159,6.398287296295166,0.6875139374601728,0.9182432293891907
Carpinus_0012,0,Gorlice,Carpinus,3,4,0,4.936720848083496,6.389746189117432,0.564142919631458,0.9527122974395752
Carpinus_0013,0,Gorlice,Carpinus,3,4,0,2.2411129474639893,6.375533103942871,0.7399088994148522,0.6540795564651489
Carpinus_0014,0,Gorlice,Carpinus,3,4,0,2.6738758087158203,6.3905720710754395,0.7050150377358068,0.7504557371139526
Carpinus_0015,0,Gorlice,Carpinus,3,4,0,6.612411022186279,4.9967570304870605,0.4304147380338997,0.9999040365219116
Carpinus_0016,0,Gorlice,Carpinus,3,4,0,3.374387264251709,5.89201545715332,0.6358471165066594,0.9695279598236084
Carpinus_0017,0,Gorlice,Carpinus,3,4,0,6.141354084014893,5.593410491943359,0.47665297850426414,0.999350368976593
Carpinus_0018,0,Gorlice,Carpinus,3,4,0,5.983023643493652,6.204724311828613,0.5090952265736772,0.9847736358642578
Carpinus_0019,0,Gorlice,Carpinus,3,8,0,3.970097541809082,3.4137532711029053,0.46232695553789843,0.5097494721412659
Carpinus_0020,0,Gorlice,Carpinus,3,4,0,3.3586955070495605,6.65767765045166,0.6646794742085819,0.9571030139923096
Carpinus_0021,0,Gorlice,Carpinus,3,4,0,5.15875244140625,6.147913455963135,0.5437423822663839,0.986656665802002
Fagus_0001,0,Gorlice,Fagus,4,4,1,6.153536796569824,3.1208701133728027,0.3365034702825082,0.9920037388801575
Fagus_0002,0,Gorlice,Fagus,4,7,0,1.8582031726837158,3.902974843978882,0.6774612459319961,0.9953784942626953
Fagus_0003,0,Gorlice,Fagus,4,4,1,5.266124725341797,4.989943504333496,0.4865357159998262,0.8224565982818604
Fagus_0004,0,Gorlice,Fagus,4,8,0,2.4283101558685303,4.661874771118164,0.6575110258124587,0.8599959015846252
Fagus_0005,0,Gorlice,Fagus,4,8,0,5.38529634475708,3.830688953399658,0.41565701607719063,0.999777615070343
Fagus_0006,0,Gorlice,Fagus,4,3,0,3.966775417327881,2.2819418907165527,0.36518564924148267,0.7082275152206421
Fagus_0007,0,Gorlice,Fagus,4,4,1,1.526669979095459,6.944862365722656,0.8197882124327627,0.5704612731933594
Fagus_0008,0,Gorlice,Fagus,4,4,1,0.6798895597457886,6.813800811767578,0.9092717292639887,0.406593382358551
Fagus_0009,0,Gorlice,Fagus,4,4,1,3.291213035583496,5.773797512054443,0.636932243525033,0.9976254105567932
Fagus_0010,0,Gorlice,Fagus,4,4,1,0.989509642124176,7.137190341949463,0.878239672579796,0.653596043586731
Fagus_0011,0,Gorlice,Fagus,4,4,1,1.549375295639038,6.309289932250977,0.8028449795559643,0.8005045652389526
Fagus_0012,0,Gorlice,Fagus,4,4,1,5.134469509124756,5.91330099105835,0.5352483549153976,0.9995986819267273
Fagus_0013,0,Gorlice,Fagus,4,4,1,3.415971279144287,5.798343658447266,0.6292756098990129,0.9986752867698669
Fagus_0014,0,Gorlice,Fagus,4,8,0,2.9225964546203613,3.007359504699707,0.5071470210333674,0.6840754151344299
Fagus_0015,0,Gorlice,Fagus,4,4,1,1.3980613946914673,6.9717512130737305,0.8329638346115374,0.5241458415985107
Fagus_0016,0,Gorlice,Fagus,4,4,1,6.899755954742432,4.705262660980225,0.40545067722260747,0.9999489784240723
Fagus_0017,0,Gorlice,Fagus,4,4,1,5.45648717880249,5.497555255889893,0.5018745621671067,0.9977110624313354
Fagus_0018,0,Gorlice,Fagus,4,4,1,4.659231185913086,4.669619560241699,0.5005567869290737,0.996776282787323
Fagus_0019,0,Gorlice,Fagus,4,4,1,6.428718566894531,4.5621185302734375,0.41508380897558106,0.9998856782913208
Fagus_0020,0,Gorlice,Fagus,4,4,1,3.1758670806884766,6.323709011077881,0.6656832834785171,0.8763542175292969
Fagus_0021,0,Gorlice,Fagus,4,4,1,7.406367301940918,4.678685188293457,0.3871464512216823,0.9999556541442871
Fagus_0022,0,Gorlice,Fagus,4,7,0,2.962984800338745,3.5219597816467285,0.5430978987853499,0.9793534874916077
Fagus_0023,0,Gorlice,Fagus,4,8,0,3.103120803833008,4.372986793518066,0.5849282839666747,0.8211597800254822
Fagus_0024,0,Gorlice,Fagus,4,4,1,4.670088768005371,4.452099800109863,0.4880517171932578,0.9669474959373474
Fagus_0025,0,Gorlice,Fagus,4,8,0,2.1749372482299805,4.851017951965332,0.6904424817462621,0.8526451587677002
Fagus_0026,0,Gorlice,Fagus,4,8,0,3.8793325424194336,4.297359466552734,0.5255621046483935,0.9984602928161621
Fagus_0027,0,Gorlice,Fagus,4,4,1,4.455904960632324,5.603522777557373,0.5570419031605239,0.9985275268554688
Fagus_0028,0,Gorlice,Fagus,4,4,1,2.5592575073242188,7.948709011077881,0.7564459774013579,0.8995466232299805
Fagus_0029,0,Gorlice,Fagus,4,4,1,3.8734636306762695,5.768462181091309,0.5982686745077884,0.9991896748542786
Fagus_0030,0,Gorlice,Fagus,4,4,1,4.786868095397949,5.766586780548096,0.5464169641950538,0.9996776580810547
Fagus_0031,0,Gorlice,Fagus,4,4,1,4.770448684692383,5.851398468017578,0.5508833236237891,0.999288022518158
Fagus_0032,0,Gorlice,Fagus,4,7,0,3.040557384490967,3.5706369876861572,0.5400895483140091,0.9851399064064026
Fagus_0033,0,Gorlice,Fagus,4,7,0,1.5760196447372437,3.742462158203125,0.7036711395905052,0.7170923948287964
Fagus_0034,0,Gorlice,Fagus,4,8,0,4.207505226135254,4.021124839782715,0.48867488302226614,0.9871687889099121
Fagus_0035,0,Gorlice,Fagus,4,7,0,2.2624244689941406,3.770927906036377,0.6250137014029726,0.8575562238693237
Fagus_0036,0,Gorlice,Fagus,4,8,0,4.641235828399658,4.516060829162598,0.49316528590361897,0.9979755282402039
Fagus_0037,0,Gorlice,Fagus,4,4,1,2.649155378341675,6.22750186920166,0.7015593470063928,0.752590537071228
Fagus_0038,0,Gorlice,Fagus,4,8,0,3.9830002784729004,4.528567314147949,0.5320485632697706,0.9410554766654968
Fagus_0039,0,Gorlice,Fagus,4,8,0,2.3234877586364746,4.442544460296631,0.6565952259729553,0.7204850912094116
Fagus_0040,0,Gorlice,Fagus,4,4,1,5.107528209686279,6.467144966125488,0.5587324032658575,0.9985172152519226
Fagus_0041,0,Gorlice,Fagus,4,8,0,2.9706926345825195,4.240176200866699,0.5880257000573066,0.9696385860443115
Fagus_0042,0,Gorlice,Fagus,4,8,0,4.531210899353027,4.602054119110107,0.5038783069108529,0.998387336730957
Fagus_0043,0,Gorlice,Fagus,4,4,1,3.0795810222625732,6.028255939483643,0.661875696522032,0.7927843928337097
Fagus_0044,0,Gorlice,Fagus,4,4,1,3.1012840270996094,6.032078742980957,0.6604444483620683,0.8515862226486206
Fagus_0045,0,Gorlice,Fagus,4,4,1,2.991114377975464,5.851058006286621,0.6617217744005448,0.7657386660575867
Fagus_0046,0,Gorlice,Fagus,4,4,1,3.933713436126709,5.675024032592773,0.5906107899358554,0.9644680023193359
Fagus_0047,0,Gorlice,Fagus,4,8,0,2.871354103088379,4.56782865524292,0.6140229105121907,0.6094905138015747
Fagus_0048,0,Gorlice,Fagus,4,4,1,3.8979272842407227,6.783473968505859,0.6350734142124699,0.9710521697998047
Fagus_0049,0,Gorlice,Fagus,4,8,0,2.9209766387939453,4.707200050354004,0.6170806256860553,0.6300843358039856
Fagus_0050,0,Gorlice,Fagus,4,4,1,2.9778380393981934,6.025127410888672,0.6692380902121877,0.7034711241722107
Fagus_0051,0,Gorlice,Fagus,4,8,0,3.0694799423217773,4.466485500335693,0.5926892218913555,0.9479776620864868
Fagus_0052,0,Gorlice,Fagus,4,8,0,1.6316344738006592,4.417285442352295,0.7302601945933908,0.7672014832496643
Fagus_0053,0,Gorlice,Fagus,4,8,0,4.471395492553711,4.623746871948242,0.5083754252061873,0.9976089000701904
Fagus_0054,0,Gorlice,Fagus,4,4,1,4.240119934082031,6.191712379455566,0.5935402513597783,0.9932235479354858
Fagus_0055,0,Gorlice,Fagus,4,4,1,5.807862281799316,5.639995574951172,0.49266820400803096,0.9997598528862
Fagus_0056,0,Gorlice,Fagus,4,8,0,3.861070156097412,4.395570755004883,0.5323679201999323,0.9635539054870605
Fagus_0057,0,Gorlice,Fagus,4,8,0,2.0506906509399414,4.041120529174805,0.6633693006986787,0.5790185928344727
Fagus_0058,0,Gorlice,Fagus,4,4,1,2.2376365661621094,7.167541027069092,0.7620846016354483,0.6035531759262085
Fagus_0059,0,Gorlice,Fagus,4,4,1,3.8041818141937256,6.62943172454834,0.6353917263254992,0.8502649664878845
Fagus_0060,0,Gorlice,Fagus,4,4,1,3.155294895172119,6.8885908126831055,0.6858491828951333,0.7050546407699585
Fagus_0061,0,Gorlice,Fagus,4,4,1,3.9050166606903076,6.595675945281982,0.6281181810092694,0.9466029405593872
Fagus_0062,0,Gorlice,Fagus,4,8,0,3.7705698013305664,4.435628890991211,0.5405217509218049,0.9935130476951599
Fagus_0063,0,Gorlice,Fagus,4,8,0,2.1821372509002686,4.854087829589844,0.6898710270298828,0.9183346033096313
Fagus_0064,0,Gorlice,Fagus,4,8,0,0.9497987031936646,4.899409770965576,0.8376192751949433,0.38028061389923096
Fagus_0065,0,Gorlice,Fagus,4,8,0,2.0783445835113525,4.461478233337402,0.6822016974253701,0.9509866833686829
Fagus_0066,0,Gorlice,Fagus,4,8,0,1.9708442687988281,4.894018650054932,0.7129084296038662,0.8965345025062561
Fagus_0067,0,Gorlice,Fagus,4,7,0,2.75974702835083,3.7019577026367188,0.5729072823700305,0.44891557097435
Fagus_0068,0,Gorlice,Fagus,4,8,0,2.555445671081543,4.928969860076904,0.6585644307122467,0.9683447480201721
Fagus_0069,0,Gorlice,Fagus,4,4,1,2.260699987411499,6.526223182678223,0.7427199542913933,0.4676001965999603
Fagus_0070,0,Gorlice,Fagus,4,4,1,3.425567150115967,5.949705123901367,0.63461678164209,0.9212647080421448
Fagus_0071,0,Gorlice,Fagus,4,4,1,4.081068515777588,5.9534149169921875,0.5932956041979268,0.9834885001182556
Fagus_0072,0,Gorlice,Fagus,4,4,1,3.2182610034942627,5.966998100280762,0.6496276290488229,0.9832795858383179
Fagus_0073,0,Gorlice,Fagus,4,4,1,1.4947476387023926,6.331396102905273,0.8090058531833972,0.5950503945350647
Fagus_0074,0,Gorlice,Fagus,4,4,1,3.5797581672668457,7.037019729614258,0.6628206590865313,0.797974169254303
Fagus_0075,0,Gorlice,Fagus,4,4,1,2.968313694000244,6.235993385314941,0.6775081844622493,0.8418423533439636
Fagus_0076,0,Gorlice,Fagus,4,4,1,3.857322931289673,5.9856672286987305,0.6081147217792845,0.9959523677825928
Fagus_0077,0,Gorlice,Fagus,4,4,1,2.6950392723083496,6.255795478820801,0.6989063753012048,0.8649545907974243
Fagus_0078,0,Gorlice,Fagus,4,4,1,1.8217048645019531,6.260204315185547,0.7745947360029181,0.6326687335968018
Fagus_0079,0,Gorlice,Fagus,4,4,1,2.6740102767944336,6.8176069259643555,0.718276640655084,0.6937423348426819
Fagus_0080,0,Gorlice,Fagus,4,4,1,3.1360459327697754,6.223145484924316,0.6649234106388577,0.9171856045722961
Fagus_0081,0,Gorlice,Fagus,4,8,0,2.9115004539489746,4.0857110023498535,0.5839056061158301,0.6846297979354858
Fagus_0082,0,Gorlice,Fagus,4,4,1,4.033943176269531,6.6978254318237305,0.6241119865863962,0.9227315783500671
Fagus_0083,0,Gorlice,Fagus,4,4,1,1.7450993061065674,6.195653438568115,0.7802350268267406,0.6118777990341187
Fagus_0084,0,Gorlice,Fagus,4,4,1,4.161313056945801,6.707805633544922,0.617143470265172,0.8960753679275513
Fagus_0085,0,Gorlice,Fagus,4,4,1,0.9649375081062317,6.201046466827393,0.865344728632523,0.5837863087654114
Fagus_0086,0,Gorlice,Fagus,4,4,1,2.678312063217163,6.215518474578857,0.6988573080155124,0.9493681192398071
Fagus_0087,0,Gorlice,Fagus,4,4,1,5.131707191467285,5.733595848083496,0.5276977385661182,0.9991835951805115
Fagus_0088,0,Gorlice,Fagus,4,4,1,6.0797834396362305,5.685329437255859,0.48323628442104255,0.9996980428695679
Fagus_0089,0,Gorlice,Fagus,4,4,1,4.0005974769592285,5.9450836181640625,0.5977553025605846,0.9853618144989014
Fagus_0090,0,Gorlice,Fagus,4,4,1,3.1947133541107178,6.667969703674316,0.6760807031764239,0.8217079639434814
Fagus_0091,0,Gorlice,Fagus,4,4,1,3.133578300476074,6.618323802947998,0.6786700405695707,0.8270358443260193
Fagus_0092,0,Gorlice,Fagus,4,4,1,4.2828826904296875,6.174978733062744,0.5904628563242105,0.9917120933532715
Fagus_0093,0,Gorlice,Fagus,4,4,1,4.870534420013428,6.154117584228516,0.5582142253813055,0.9964858293533325
Fagus_0094,0,Gorlice,Fagus,4,4,1,2.1007437705993652,5.802741050720215,0.7342003147428549,0.9691368341445923
Fagus_0095,0,Gorlice,Fagus,4,4,1,4.773743152618408,6.1130852699279785,0.5615120425387425,0.9964601397514343
Fagus_0096,0,Gorlice,Fagus,4,4,1,3.5687713623046875,5.886778354644775,0.6225738877843076,0.9861940741539001
Fagus_0097,0,Gorlice,Fagus,4,4,1,4.583734035491943,5.542379379272461,0.547335304947111,0.9994605183601379
Fagus_0098,0,Gorlice,Fagus,4,4,1,2.929776668548584,5.464679718017578,0.6509867297962213,0.9709390997886658
Fagus_0099,0,Gorlice,Fagus,4,4,1,5.2920074462890625,5.496626853942871,0.5094831000741098,0.9996412992477417
Fagus_0100,0,Gorlice,Fagus,4,4,1,2.945772171020508,7.454930782318115,0.7167718190391511,0.8788536787033081
Fagus_0101,0,Gorlice,Fagus,4,4,1,5.418115139007568,5.547202110290527,0.5058861480352289,0.999731719493866
Fagus_0102,0,Gorlice,Fagus,4,4,1,6.1673173904418945,3.8570687770843506,0.38476857423265926,0.9996625185012817
Fagus_0103,0,Gorlice,Fagus,4,4,1,4.343145370483398,5.214637756347656,0.5455907171876472,0.9807355999946594
Fagus_0104,0,Gorlice,Fagus,4,4,1,5.596561908721924,4.867839813232422,0.4651808997706835,0.9956021308898926
Fagus_0105,0,Gorlice,Fagus,4,4,1,5.047793388366699,3.838324546813965,0.43194616259799457,0.9978518486022949
Fagus_0106,0,Gorlice,Fagus,4,4,1,7.540057182312012,4.267573356628418,0.36142504111558377,0.9997383952140808
Fagus_0107,0,Gorlice,Fagus,4,4,1,4.444897174835205,5.906692028045654,0.5706072668238943,0.993705689907074
Fagus_0108,0,Gorlice,Fagus,4,4,1,0.9476585388183594,4.489552974700928,0.8257087213327727,0.6241983771324158
Fagus_0109,0,Gorlice,Fagus,4,4,1,2.507357120513916,6.428212642669678,0.7193959429382211,0.8067803382873535
Fagus_0110,0,Gorlice,Fagus,4,4,1,2.20637583732605,6.182339668273926,0.7369828738114924,0.6707018613815308
Fagus_0111,0,Gorlice,Fagus,4,4,1,2.9737792015075684,5.85194730758667,0.6630555903727731,0.9442025423049927
Fagus_0112,0,Gorlice,Fagus,4,4,1,4.4809980392456055,4.980985641479492,0.526420865252811,0.9970327615737915
Fagus_0113,0,Gorlice,Fagus,4,7,0,1.6673855781555176,3.4857993125915527,0.6764359090018695,0.43915390968322754
Fagus_0114,0,Gorlice,Fagus,4,8,0,3.985344409942627,2.887092351913452,0.42009733195896953,0.7988778352737427
Fagus_0115,0,Gorlice,Fagus,4,7,0,1.6543835401535034,3.9707746505737305,0.7058956404213448,0.8481831550598145
Fagus_0116,0,Gorlice,Fagus,4,4,1,6.17016077041626,5.985247611999512,0.4923937903833769,0.8974105715751648
Fagus_0117,0,Gorlice,Fagus,4,4,1,3.8386728763580322,4.846343517303467,0.5580120165645636,0.9268496036529541
Fagus_0118,0,Gorlice,Fagus,4,8,0,3.1202492713928223,4.264631271362305,0.5774814150204867,0.9658969044685364
Fagus_0119,0,Gorlice,Fagus,4,4,1,4.308157920837402,5.227669715881348,0.548213527923837,0.929133951663971
Fagus_0120,0,Gorlice,Fagus,4,4,1,6.041394233703613,4.251838684082031,0.41307125894378427,0.9994169473648071
Fagus_0121,0,Gorlice,Fagus,4,4,1,3.135516405105591,5.415028095245361,0.6332962875861463,0.8624677658081055
Fagus_0122,0,Gorlice,Fagus,4,4,1,3.7830159664154053,4.295170783996582,0.5316998617864992,0.7436860799789429
Fagus_0123,0,Gorlice,Fagus,4,4,1,5.575821399688721,3.2231976985931396,0.3663132968491208,0.9934169054031372
Fagus_0124,0,Gorlice,Fagus,4,4,1,3.3902058601379395,6.837883949279785,0.6685396853181974,0.9960162043571472
Fagus_0125,0,Gorlice,Fagus,4,4,1,1.4157994985580444,6.6457839012146,0.8243769943703932,0.9503782987594604
